tol,err,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,b1_0,b1_1,b1_2,b1_3,b1_4,b1_5,b1_6,b1_7,b1_8,b2_0,b2_1,b2_2,b2_3,b2_4,b2_5,b2_6,b2_7,b2_8,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,bc1_0,bc1_1,bc1_2,bc2_0,bc2_1,bc2_2,bc3_0,bc3_1,bc3_2,bc4_0,bc4_1,bc4_2
10.0,35.5888,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.5054508,-0.102716595,-0.25308165,-0.28910893,-0.12962712,-0.61639535,-0.454633,-0.14917693,0.45868158,0.5054885,-0.10283986,-0.252857,-0.28903428,-0.12971535,-0.61652386,-0.45446283,-0.14879875,0.4584527,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.42192146,-0.9008961,0.5131178,0.39331788,0.15214366,0.45820233
15.0,38.2025,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.5054508,-0.102716595,-0.25308165,-0.28910893,-0.12962712,-0.61639535,-0.454633,-0.14917693,0.45868158,0.5054885,-0.10283986,-0.252857,-0.28903428,-0.12971535,-0.61652386,-0.45446283,-0.14879875,0.4584527,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.42192146,-0.9008961,0.5131178,0.39331788,0.15214366,0.45820233
1.25,24.4288,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.5056914,-0.10350189,-0.2511181,-0.28823784,-0.13069677,-0.6173436,-0.4531633,-0.14610787,0.45642585,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.42192146,-0.9008961,0.5131178,0.39331788,0.15214366,0.45820233
2.5,22.9539,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.5056914,-0.10350189,-0.2511181,-0.28823784,-0.13069677,-0.6173436,-0.4531633,-0.14610787,0.45642585,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.42192146,-0.9008961,0.5131178,0.39331788,0.15214366,0.45820233
5.0,24.5068,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.5056914,-0.10350189,-0.2511181,-0.28823784,-0.13069677,-0.6173436,-0.4531633,-0.14610787,0.45642585,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.42192146,-0.9008961,0.5131178,0.39331788,0.15214366,0.45820233
10.0,26.5777,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.5056914,-0.10350189,-0.2511181,-0.28823784,-0.13069677,-0.6173436,-0.4531633,-0.14610787,0.45642585,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.42192146,-0.9008961,0.5131178,0.39331788,0.15214366,0.45820233
25.0,32.1538,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.5056914,-0.10350189,-0.2511181,-0.28823784,-0.13069677,-0.6173436,-0.4531633,-0.14610787,0.45642585,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.42192146,-0.9008961,0.5131178,0.39331788,0.15214366,0.45820233
1.25,22.8297,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.42192146,-0.9008961,0.5131178,0.39331788,0.15214366,0.45820233
2.5,23.7636,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.42192146,-0.9008961,0.5131178,0.39331788,0.15214366,0.45820233
5.0,25.2793,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.42192146,-0.9008961,0.5131178,0.39331788,0.15214366,0.45820233
10.0,26.1379,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.42192146,-0.9008961,0.5131178,0.39331788,0.15214366,0.45820233
25.0,31.4369,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.50553393,-0.10297645,-0.2525705,-0.28892446,-0.12984939,-0.6166743,-0.45425066,-0.14833957,0.45814753,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.42192146,-0.9008961,0.5131178,0.39331788,0.15214366,0.45820233
1.0,23.5039,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
1.25,32.1994,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
2.5,32.4203,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
5.0,22.5675,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
10.0,35.6988,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
1.0,23.8778,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5053683,-0.102261566,-0.25376004,-0.28932565,-0.12956445,-0.6160867,-0.4549949,-0.14990255,0.4589394,0.5056773,-0.10341318,-0.25137252,-0.2883713,-0.13054083,-0.6172255,-0.4533734,-0.14653422,0.45676523,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
1.25,22.547,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5053683,-0.102261566,-0.25376004,-0.28932565,-0.12956445,-0.6160867,-0.4549949,-0.14990255,0.4589394,0.5056773,-0.10341318,-0.25137252,-0.2883713,-0.13054083,-0.6172255,-0.4533734,-0.14653422,0.45676523,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
2.5,22.6256,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5053683,-0.102261566,-0.25376004,-0.28932565,-0.12956445,-0.6160867,-0.4549949,-0.14990255,0.4589394,0.5056773,-0.10341318,-0.25137252,-0.2883713,-0.13054083,-0.6172255,-0.4533734,-0.14653422,0.45676523,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
5.0,25.4372,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5053683,-0.102261566,-0.25376004,-0.28932565,-0.12956445,-0.6160867,-0.4549949,-0.14990255,0.4589394,0.5056773,-0.10341318,-0.25137252,-0.2883713,-0.13054083,-0.6172255,-0.4533734,-0.14653422,0.45676523,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
10.0,23.5954,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5053683,-0.102261566,-0.25376004,-0.28932565,-0.12956445,-0.6160867,-0.4549949,-0.14990255,0.4589394,0.5056773,-0.10341318,-0.25137252,-0.2883713,-0.13054083,-0.6172255,-0.4533734,-0.14653422,0.45676523,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
1.25,22.6453,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.47798985,0.026587179,-0.31868207,-0.2989068,-0.21323088,-0.6155369,-0.42291144,-0.10968163,0.28238532,0.5243772,-0.07215376,-0.106413975,-0.17283925,-0.32917878,-0.6767798,-0.22848882,0.21313713,-0.0332115,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
2.5,24.4235,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.47798985,0.026587179,-0.31868207,-0.2989068,-0.21323088,-0.6155369,-0.42291144,-0.10968163,0.28238532,0.5243772,-0.07215376,-0.106413975,-0.17283925,-0.32917878,-0.6767798,-0.22848882,0.21313713,-0.0332115,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
5.0,21.9805,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.47798985,0.026587179,-0.31868207,-0.2989068,-0.21323088,-0.6155369,-0.42291144,-0.10968163,0.28238532,0.5243772,-0.07215376,-0.106413975,-0.17283925,-0.32917878,-0.6767798,-0.22848882,0.21313713,-0.0332115,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
10.0,23.2729,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.47798985,0.026587179,-0.31868207,-0.2989068,-0.21323088,-0.6155369,-0.42291144,-0.10968163,0.28238532,0.5243772,-0.07215376,-0.106413975,-0.17283925,-0.32917878,-0.6767798,-0.22848882,0.21313713,-0.0332115,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
12.5,26.0891,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.47798985,0.026587179,-0.31868207,-0.2989068,-0.21323088,-0.6155369,-0.42291144,-0.10968163,0.28238532,0.5243772,-0.07215376,-0.106413975,-0.17283925,-0.32917878,-0.6767798,-0.22848882,0.21313713,-0.0332115,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
1.25,22.6612,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5054508,-0.102716595,-0.25308165,-0.28910893,-0.12962712,-0.61639535,-0.454633,-0.14917693,0.45868158,0.5054885,-0.10283986,-0.252857,-0.28903428,-0.12971535,-0.61652386,-0.45446283,-0.14879875,0.4584527,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
2.5,22.1416,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5054508,-0.102716595,-0.25308165,-0.28910893,-0.12962712,-0.61639535,-0.454633,-0.14917693,0.45868158,0.5054885,-0.10283986,-0.252857,-0.28903428,-0.12971535,-0.61652386,-0.45446283,-0.14879875,0.4584527,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
5.0,25.1412,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5054508,-0.102716595,-0.25308165,-0.28910893,-0.12962712,-0.61639535,-0.454633,-0.14917693,0.45868158,0.5054885,-0.10283986,-0.252857,-0.28903428,-0.12971535,-0.61652386,-0.45446283,-0.14879875,0.4584527,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
10.0,26.9934,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5054508,-0.102716595,-0.25308165,-0.28910893,-0.12962712,-0.61639535,-0.454633,-0.14917693,0.45868158,0.5054885,-0.10283986,-0.252857,-0.28903428,-0.12971535,-0.61652386,-0.45446283,-0.14879875,0.4584527,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
12.5,24.6315,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5054508,-0.102716595,-0.25308165,-0.28910893,-0.12962712,-0.61639535,-0.454633,-0.14917693,0.45868158,0.5054885,-0.10283986,-0.252857,-0.28903428,-0.12971535,-0.61652386,-0.45446283,-0.14879875,0.4584527,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
1.0,22.3368,0.5073142,-0.10536224,-0.24489024,-0.28304064,-0.13724332,-0.6211857,-0.4448344,-0.13019781,0.44087687,0.5024483,-0.09229448,-0.26116636,-0.29160163,-0.1340182,-0.6152752,-0.45453116,-0.14802697,0.44886094,0.5080569,-0.10401829,-0.23876967,-0.27845463,-0.14587162,-0.6240362,-0.4366069,-0.11545964,0.42242867,0.5056914,-0.10350189,-0.2511181,-0.28823784,-0.13069677,-0.6173436,-0.4531633,-0.14610787,0.45642585,0.50546455,-0.10276171,-0.25299945,-0.28908157,-0.12965938,-0.61644244,-0.45457068,-0.14903851,0.45859784,0.39236596,0.14768331,0.46752346,0.39236596,0.14768331,0.46752346,-0.11670195,-0.35743687,0.5999963,0.37499225,0.11696413,0.473562
